year,archive,contact,project,type,size,lat,long,obs.exp,treatment,treat.year,tract,site,plot,nbasket,bask.area,foliar.gcm2,nonfoliar.gcm2,total.gcm2,notes
2007,hf180,brzostek,prot-enz,hardwood,201.06176,42.87,-72.45,obs,NA,NA,PISGAH,FAGR,FAGR2,2,0.125,128.62,NA,NA,NA
2007,hf180,brzostek,prot-enz,hardwood,201.06176,42.87,-72.45,obs,NA,NA,PISGAH,FAGR,FAGR3,2,0.125,141.6,NA,NA,NA
2007,hf180,brzostek,prot-enz,hardwood,201.06176,42.87,-72.45,obs,NA,NA,PISGAH,FAGR,FAGR4,2,0.125,140.86,NA,NA,NA
2007,hf180,brzostek,prot-enz,hardwood,201.06176,42.87,-72.45,obs,NA,NA,PISGAH,FAGR,FAGR5,2,0.125,143.3,NA,NA,NA
2007,hf180,brzostek,prot-enz,hardwood,201.06176,42.87,-72.45,obs,NA,NA,PISGAH,FAGR,FAGR6,2,0.125,139.02,NA,NA,NA
2007,hf180,brzostek,prot-enz,hardwood,201.06176,42.539171,-72.193363,obs,NA,NA,PH,FRAM,FRAM1,2,0.125,159.92,NA,NA,earthworms present in plot
2007,hf180,brzostek,prot-enz,hardwood,201.06176,42.539171,-72.193363,obs,NA,NA,PH,FRAM,FRAM2,2,0.125,199.7,NA,NA,earthworms present in plot
2007,hf180,brzostek,prot-enz,hardwood,201.06176,42.539171,-72.193363,obs,NA,NA,PH,FRAM,FRAM3,2,0.125,159.36,NA,NA,earthworms present in plot
2007,hf180,brzostek,prot-enz,hardwood,201.06176,42.539171,-72.193363,obs,NA,NA,PH,FRAM,FRAM4,2,0.125,210.54,NA,NA,earthworms present in plot
2007,hf180,brzostek,prot-enz,hardwood,201.06176,42.539171,-72.193363,obs,NA,NA,PH,FRAM,FRAM5,2,0.125,199.34,NA,NA,earthworms present in plot
2007,hf180,brzostek,prot-enz,hardwood,201.06176,42.539171,-72.193363,obs,NA,NA,PH,FRAM,FRAM6,2,0.125,208.2,NA,NA,earthworms present in plot
2007,hf180,brzostek,prot-enz,conifer,201.06176,42.545013,-72.177819,obs,NA,NA,PH,TSCA,TSCA1,2,0.125,93.82,NA,NA,NA
2007,hf180,brzostek,prot-enz,conifer,201.06176,42.545013,-72.177819,obs,NA,NA,PH,TSCA,TSCA2,2,0.125,82.32,NA,NA,NA
2007,hf180,brzostek,prot-enz,conifer,201.06176,42.545013,-72.177819,obs,NA,NA,PH,TSCA,TSCA3,2,0.125,128.36,NA,NA,NA
2007,hf180,brzostek,prot-enz,conifer,201.06176,42.545013,-72.177819,obs,NA,NA,PH,TSCA,TSCA4,2,0.125,109.76,NA,NA,NA
2007,hf180,brzostek,prot-enz,conifer,201.06176,42.545013,-72.177819,obs,NA,NA,PH,TSCA,TSCA5,2,0.125,86.24,NA,NA,NA
2007,hf180,brzostek,prot-enz,conifer,201.06176,42.545013,-72.177819,obs,NA,NA,PH,TSCA,TSCA6,2,0.125,125.02,NA,NA,NA
2008,hf180,brzostek,prot-enz,hardwood,201.06176,42.87,-72.45,obs,NA,NA,PISGAH,ACSA,ASCA1,2,0.125,226.08,NA,NA,NA
2008,hf180,brzostek,prot-enz,hardwood,201.06176,42.87,-72.45,obs,NA,NA,PISGAH,ACSA,ASCA2,2,0.125,230.64,NA,NA,NA
2008,hf180,brzostek,prot-enz,hardwood,201.06176,42.87,-72.45,obs,NA,NA,PISGAH,ACSA,ASCA3,2,0.125,258.94,NA,NA,NA
2008,hf180,brzostek,prot-enz,hardwood,201.06176,42.87,-72.45,obs,NA,NA,PISGAH,ACSA,ASCA4,2,0.125,250.06,NA,NA,NA
2008,hf180,brzostek,prot-enz,hardwood,201.06176,42.87,-72.45,obs,NA,NA,PISGAH,ACSA,ASCA5,2,0.125,241.3,NA,NA,NA
2008,hf180,brzostek,prot-enz,hardwood,201.06176,42.87,-72.45,obs,NA,NA,PISGAH,ACSA,ASCA6,2,0.125,215.74,NA,NA,NA
2008,hf180,brzostek,prot-enz,hardwood,201.06176,42.87,-72.45,obs,NA,NA,PISGAH,FAGR,FAGR1,2,0.125,207.6,NA,NA,NA
2008,hf180,brzostek,prot-enz,hardwood,201.06176,42.87,-72.45,obs,NA,NA,PISGAH,FAGR,FAGR2,2,0.125,174.82,NA,NA,NA
2008,hf180,brzostek,prot-enz,hardwood,201.06176,42.87,-72.45,obs,NA,NA,PISGAH,FAGR,FAGR3,2,0.125,163.52,NA,NA,NA
2008,hf180,brzostek,prot-enz,hardwood,201.06176,42.87,-72.45,obs,NA,NA,PISGAH,FAGR,FAGR4,2,0.125,208.44,NA,NA,NA
2008,hf180,brzostek,prot-enz,hardwood,201.06176,42.87,-72.45,obs,NA,NA,PISGAH,FAGR,FAGR5,2,0.125,214.18,NA,NA,NA
2008,hf180,brzostek,prot-enz,hardwood,201.06176,42.87,-72.45,obs,NA,NA,PISGAH,FAGR,FAGR6,2,0.125,169.76,NA,NA,NA
2008,hf180,brzostek,prot-enz,hardwood,201.06176,42.539171,-72.193363,obs,NA,NA,PH,FRAM,FRAM1,2,0.125,180.72,NA,NA,earthworms present in plot
2008,hf180,brzostek,prot-enz,hardwood,201.06176,42.539171,-72.193363,obs,NA,NA,PH,FRAM,FRAM2,2,0.125,222.04,NA,NA,earthworms present in plot
2008,hf180,brzostek,prot-enz,hardwood,201.06176,42.539171,-72.193363,obs,NA,NA,PH,FRAM,FRAM3,2,0.125,176.22,NA,NA,earthworms present in plot
2008,hf180,brzostek,prot-enz,hardwood,201.06176,42.539171,-72.193363,obs,NA,NA,PH,FRAM,FRAM4,2,0.125,248.16,NA,NA,earthworms present in plot
2008,hf180,brzostek,prot-enz,hardwood,201.06176,42.539171,-72.193363,obs,NA,NA,PH,FRAM,FRAM5,2,0.125,216.26,NA,NA,earthworms present in plot
2008,hf180,brzostek,prot-enz,hardwood,201.06176,42.539171,-72.193363,obs,NA,NA,PH,FRAM,FRAM6,2,0.125,198.9,NA,NA,earthworms present in plot
2008,hf180,brzostek,prot-enz,conifer,201.06176,42.545013,-72.177819,obs,NA,NA,PH,TSCA,TSCA1,2,0.125,180.06,NA,NA,NA
2008,hf180,brzostek,prot-enz,conifer,201.06176,42.545013,-72.177819,obs,NA,NA,PH,TSCA,TSCA2,2,0.125,146.04,NA,NA,NA
2008,hf180,brzostek,prot-enz,conifer,201.06176,42.545013,-72.177819,obs,NA,NA,PH,TSCA,TSCA3,2,0.125,176.76,NA,NA,NA
2008,hf180,brzostek,prot-enz,conifer,201.06176,42.545013,-72.177819,obs,NA,NA,PH,TSCA,TSCA4,2,0.125,213.68,NA,NA,NA
2008,hf180,brzostek,prot-enz,conifer,201.06176,42.545013,-72.177819,obs,NA,NA,PH,TSCA,TSCA5,2,0.125,229.96,NA,NA,NA
2008,hf180,brzostek,prot-enz,conifer,201.06176,42.545013,-72.177819,obs,NA,NA,PH,TSCA,TSCA6,2,0.125,228.24,NA,NA,NA
2010,hf257,raymer,hem-chrono,conifer,900,42.47,-72.22,exp,girdled,2005,SIMES,2G,1,2,0.11945896,116.881145,NA,NA,Oct 2010-Aug 2011
2010,hf257,raymer,hem-chrono,conifer,900,42.47,-72.22,exp,girdled,2005,SIMES,2G,2,2,0.11945896,127.8451615,NA,NA,Oct 2010-Aug 2011
2010,hf257,raymer,hem-chrono,conifer,900,42.47,-72.22,exp,girdled,2005,SIMES,2G,3,1.75,0.11945896,168.0702732,NA,NA,Oct 2010-Aug 2011
2010,hf257,raymer,hem-chrono,conifer,900,42.47,-72.22,exp,girdled,2005,SIMES,2G,4,1.75,0.11945896,151.2444109,NA,NA,Oct 2010-Aug 2011
2010,hf257,raymer,hem-chrono,hardwood,900,42.47,-72.22,obs,NA,NA,SIMES,Gdl,1,2,0.11945896,65.62086273,NA,NA,Oct 2010-Aug 2011
2010,hf257,raymer,hem-chrono,hardwood,900,42.47,-72.22,obs,NA,NA,SIMES,Gdl,2,1.75,0.11945896,134.062778,NA,NA,Oct 2010-Aug 2011
2010,hf257,raymer,hem-chrono,hardwood,900,42.47,-72.22,obs,NA,NA,SIMES,Gdl,3,2,0.11945896,62.97141726,NA,NA,Oct 2010-Aug 2011
2010,hf257,raymer,hem-chrono,hardwood,900,42.47,-72.22,obs,NA,NA,SIMES,Gdl,4,2,0.11945896,66.80118441,NA,NA,Oct 2010-Aug 2011
2010,hf257,raymer,hem-chrono,conifer,900,42.54,-72.18,obs,NA,NA,PH,OG,1,2,0.11945896,113.8884855,NA,NA,Oct 2010-Aug 2011
2010,hf257,raymer,hem-chrono,conifer,900,42.54,-72.18,obs,NA,NA,PH,OG,2,2,0.11945896,105.8103974,NA,NA,Oct 2010-Aug 2011
2010,hf257,raymer,hem-chrono,conifer,900,42.54,-72.18,obs,NA,NA,PH,OG,3,2,0.11945896,123.7872825,NA,NA,Oct 2010-Aug 2011
2010,hf257,raymer,hem-chrono,conifer,900,42.54,-72.18,obs,NA,NA,PH,OG,4,2,0.11945896,122.9292473,NA,NA,Oct 2010-Aug 2011
2011,hf257,raymer,hem-chrono,conifer,900,42.47,-72.22,exp,girdled,2005,SIMES,2G,1,2,0.11945896,56.6093997,NA,NA,not full year; exclude?
2011,hf257,raymer,hem-chrono,conifer,900,42.47,-72.22,exp,girdled,2005,SIMES,2G,2,2,0.11945896,71.97032368,NA,NA,not full year; exclude?
2011,hf257,raymer,hem-chrono,conifer,900,42.47,-72.22,exp,girdled,2005,SIMES,2G,3,2,0.11945896,60.83679295,NA,NA,not full year; exclude?
2011,hf257,raymer,hem-chrono,conifer,900,42.47,-72.22,exp,girdled,2005,SIMES,2G,4,2,0.11945896,92.70966383,NA,NA,not full year; exclude?
2011,hf257,raymer,hem-chrono,hardwood,900,42.47,-72.22,obs,NA,NA,SIMES,Gdl,1,2,0.11945896,63.18069415,NA,NA,not full year; exclude?
2011,hf257,raymer,hem-chrono,hardwood,900,42.47,-72.22,obs,NA,NA,SIMES,Gdl,2,2,0.11945896,69.41714558,NA,NA,not full year; exclude?
2011,hf257,raymer,hem-chrono,hardwood,900,42.47,-72.22,obs,NA,NA,SIMES,Gdl,3,2,0.11945896,46.68967495,NA,NA,not full year; exclude?
2011,hf257,raymer,hem-chrono,hardwood,900,42.47,-72.22,obs,NA,NA,SIMES,Gdl,4,2,0.11945896,45.58050741,NA,NA,not full year; exclude?
2011,hf257,raymer,hem-chrono,conifer,900,42.54,-72.18,obs,NA,NA,PH,OG,1,2,0.11945896,43.21567851,NA,NA,not full year; exclude?
2011,hf257,raymer,hem-chrono,conifer,900,42.54,-72.18,obs,NA,NA,PH,OG,2,2,0.11945896,50.14274369,NA,NA,not full year; exclude?
2011,hf257,raymer,hem-chrono,conifer,900,42.54,-72.18,obs,NA,NA,PH,OG,3,2,0.11945896,38.33952689,NA,NA,not full year; exclude?
2011,hf257,raymer,hem-chrono,conifer,900,42.54,-72.18,obs,NA,NA,PH,OG,4,2,0.11945896,51.37747736,NA,NA,not full year; exclude?
2006,hf018,melillo,barre-woods,hardwood,900,42.48,-72.18,obs,NA,NA,SC,Barre Woods,control,12,0.2145,131.8337218,NA,NA, baskets averaged
2006,hf018,melillo,barre-woods,hardwood,900,42.48,-72.18,exp,heated,2003-ongoing,SC,Barre Woods,heated,10,0.2145,140.6620047,NA,NA, baskets averaged
2007,hf018,melillo,barre-woods,hardwood,900,42.48,-72.18,obs,NA,NA,SC,Barre Woods,control,12,0.2145,166.1227661,NA,NA, baskets averaged
2007,hf018,melillo,barre-woods,hardwood,900,42.48,-72.18,exp,heated,2003-ongoing,SC,Barre Woods,heated,10,0.2145,198.020979,NA,NA, baskets averaged
2008,hf018,melillo,barre-woods,hardwood,900,42.48,-72.18,obs,NA,NA,SC,Barre Woods,control,12,0.2145,192.6320901,NA,NA, baskets averaged
2008,hf018,melillo,barre-woods,hardwood,900,42.48,-72.18,exp,heated,2003-ongoing,SC,Barre Woods,heated,10,0.2145,200.2494172,NA,NA, baskets averaged
2009,hf018,melillo,barre-woods,hardwood,900,42.48,-72.18,obs,NA,NA,SC,Barre Woods,control,12,0.2145,182.2066822,NA,NA, baskets averaged
2009,hf018,melillo,barre-woods,hardwood,900,42.48,-72.18,exp,heated,2003-ongoing,SC,Barre Woods,heated,10,0.2145,195.6433566,NA,NA, baskets averaged
2010,hf018,melillo,barre-woods,hardwood,900,42.48,-72.18,obs,NA,NA,SC,Barre Woods,control,12,0.2145,157.6243201,NA,NA, baskets averaged
2010,hf018,melillo,barre-woods,hardwood,900,42.48,-72.18,exp,heated,2003-ongoing,SC,Barre Woods,heated,10,0.2145,176.8484848,NA,NA, baskets averaged
2011,hf018,melillo,barre-woods,hardwood,900,42.48,-72.18,obs,NA,NA,SC,Barre Woods,control,12,0.2145,131.5947941,NA,NA, baskets averaged
2011,hf018,melillo,barre-woods,hardwood,900,42.48,-72.18,exp,heated,2003-ongoing,SC,Barre Woods,heated,10,0.2145,143.5594406,NA,NA, baskets averaged
2012,hf018,melillo,barre-woods,hardwood,900,42.48,-72.18,obs,NA,NA,SC,Barre Woods,control,12,0.2145,182.1794872,NA,NA, baskets averaged
2012,hf018,melillo,barre-woods,hardwood,900,42.48,-72.18,exp,heated,2003-ongoing,SC,Barre Woods,heated,10,0.2145,196.4778555,NA,NA, baskets averaged
2013,hf018,melillo,barre-woods,hardwood,900,42.48,-72.18,obs,NA,NA,SC,Barre Woods,control,12,0.2145,155.549728,NA,NA, baskets averaged
2013,hf018,melillo,barre-woods,hardwood,900,42.48,-72.18,exp,heated,2003-ongoing,SC,Barre Woods,heated,10,0.2145,170.6223776,NA,NA, baskets averaged
